xx,qa06id,qa06name,qa06wher,qa06dsc,ty26colo,ty26fakt
2211776,SR-0031-2018,ADR pax on the jump seat JP499,JP499 ,"on July 8th, following message was received by Carpatair Flight Dispatch:

""Dear Sir,
My name is Silvo Novak, retired captain A-320  ADRIA AIRWAYS, Presently flying for Air Astana. 
I have standby ticket AMS-LJU for 08.08. Flight is fully booked.
On basis of this fact  I kindlly asking you for using  jump seat in order  to reach  home.
Many  Thanks,
Captain Silvo Novak""

The KRP OCC have asked to ADR OCC the confirmation, which was affirmative!

The issues here are as follows:
1. The person is not ADR pilot
2. The transport on other seas than commercial is possible only for the Lessee's crew, insured by the Lessee, in this case the person is not covered by the insurance
3. The Crew ID is not eligible
4. The validity of the crew ID seems to be out of date.
 ",0,1
1772058,ADR MOR-0188-2015,Towbar disconnection during pushback,Slovenia / LJLJ / ADR322,"During standard pushback procedure, after ten meters into the procedure, towbar suddenly disconnected from the aircraft. No abnormal action, souch as brake applyment or steering engagement, was taken from the cockpit that could contribute to sudden towbar disconnection. After we positively identified that the aircraft was detached from the tow truck we gently stopped the aircraft.
Obvious damage was observed after  visual inspection, damaged rim was photographed and is attached to this report. Damage report was also written. Adria Tehnika took over the aircraft for further inspection.",0,4
2214279,SOR-0274-2018,Laser illumination,Europe and North Atlantic - Ukraine / Odesa / OS621,Green laser light pointed at us during approach.,0,1
2275407,SR-0075-2018,Missed approach in LEBB,LEBB/ DLH 06V,"During ILS 30 in LEBB, we got ATC report, that RWY wind is 160/15 KTS, which is 13 KTS tailwind, with RWY wet and LDA 2100 m. We decided to perform missed approach, during missed approach climbing out, we overburst missed approach altitude for aprx. 300 feet, due to moderate - severe turbulence. We asked for vectors for RWY 12 and performed approach and landing at RWY 12. Steady Wind on landing at RWY 12 was 230/18 kts, which is just below maximum of Lufthansa requirement. Landing roll was normal.",0,1
2203275,SOR-0232-2018,DGOR-LJU-18-29 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo terminal,"During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP322/20JUN Ljubljana-Paris, it was discovered that mail accepted at Post Office 8330 Metlika
Delivery Bill CN38_SIALJ86JPP10/01
Mail No. 140, 1 receptacle, 2,8 kg
containing 1 piece of flammable aerosol and 1 piece of perfumery products

Aerosols containing flammable gas under pressure are identified under UN1950, and Perfumery products are identified under UN1266. Both are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.
This dangerous goods occurrence is reported as attempted carriage of dangerous goods.
The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.",0,2
2237854,SOR-0378-2018,GPWS TOO LOW TERRAIN,Europe and North Atlantic - Romania / LROP / JP324,During NDB app for RWY 08L at OTP Toolow terrain was triggered below minima. Since we were in visual phase and on 3 degree glide path we continued the approach and safe landing was made.,0,2
2214310,SOR-0275-2018,Bunny strike on landing,Europe and North Atlantic - Ukraine / Odesa / OS621,"After touchdown of front wheel, bunny / rabbit ran from right side and hit front wheel. There were some traces of blood found on wheel and left wing, but no signs of damage. I called tower and they told me they have found the whole (dead) bunny / rabbit. We entered info in ATL and made local report at ODS.",0,1
1749251,CAA MOR-0073-2015,G/S GPWS warning in final app in vis. app.,"LJLA / 3,3 dme ILS 32 MBX / JP163","During visual approach for RWY 32 at MBX intercepting final at 3,3 DME the G/S EGPWS was triggered. We were 3/2 dot too low on vis app. The descend was arrested and normal G/S intercepted. ",0,10
1799096,ADR MOR-0045-2016,GS EGPWS alert,LYBA / BKPR / JP838,"During raw data ILS, training flight, in VMC and ground contact GS alert activated.",0,1
1751611,ADR MOR-0131-2015,Sink rate,NR / NR / JP306,Sink rate EGPWS at approximate 100' due to gust wind . Normal landing.,0,4
2238326,SOR-0379-2018,visual approach -high final,Europe and North Atlantic - Slovenia / ljlj final 30 / JP701,Training Flight - during visual approach we stayed high in final segment. In order to loose height we veered left and right and were stabilized on final at 500 feet. Landing was normal.,0,4
2204052,SOR-0237-2018,DGOR-LJU-18-30 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo terminal,"During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP102/22JUN Ljubljana-Munich, it was discovered that mail accepted at Post Office 5270 Ajdovščina
Delivery Bill CN38_SIALJ86LP40B/01
Mail No. 145, 1 receptacle, 1,2 kg
containing 1 piece of flammable aerosol and 1 piece of lighter fluid (Flammable liquid n.o.s.)

Aerosols containing flammable gas under pressure are identified under UN1950, and Flammable liquid n.o.s. are identified under UN1993. Both are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.
This dangerous goods occurrence is reported as attempted carriage of dangerous goods.
The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.",0,10
2238858,SOR-0385-2018,GS warning,Europe and North Atlantic - Slovenia / SCN / LG9416,During visual phase of approach we went below glide and GS warning sounded. Normal landing.,0,2
2238889,SOR-0386-2018,Unstabalised approach,Europe and North Atlantic - Slovenia / EDDT / LG9413,"We were stabalised below 1000ft baro, but before 500ft baro. Visual all the time.",0,2
1743078,ADR MOR-0095-2015,Cabin secured - child in toilet,Macedonia FYR / LWSK / JP826,"Let je potekal povsem normalno, tudi vse procedure skladno z operativnimi priročniki.

Ko sem s strani purser-ke po izkrcanju potnikov z letala dobil report ""Cabin clear"" sem bil naknadno obveščen, da smo imeli med pristankom letala v zadnjem stranišču deklico, staro cca 7 let. 

Prosil sem za pisno poročilo, katerega prilagam v nadaljevanju:

Pozdravljen.

Po spustu landing gear nad letaliscem v SKP in mojem povelju ""CCM, prepare for landing"" me je CCM2 poklical po interfonu in sporocil, da je 5min prej spustil na toaleto cca. 7 let staro deklico. Jokala je in je nujno morala na stranisce. Ker smo bili v fazi pristanka v kokpit nisem zelela klicat, zato sem situacijo na hitro ocenila in CCM2 narocila, da deklico zadrzi v toaleti; z roko jo je prijel med samim pristankom, da jo je zavaroval. Po pristanku jo je odpeljal na svoje mesto.

Zaradi neizkusenosti in slabe presoje jo je spustil na toaleto, ker se mu je zasmilila. Varnost deklice po mojem mnenju ni bila ogrozena. Razlozila sem mu, kaksne bi bile mogoce posledice nepremisljenega ravnanja, mislim da mu bo to lekcija za vse vecne case.



",1,20
2271296,SOR-0529-2018,DGOR-LJU-18-82 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo Terminal,"This occurrence was notified to Adria Airways on 02.11.2018, 09:16 LT
by reporter: Peter Jakša, Ljubljana Airport Safety Expert

During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP498/31OCT Ljubljana-Amsterdam for final destination Amsterdam, it was discovered that mail accepted at:
Post Office: 4105 Kranj
Air Mail Delivery Bill: CN38 SIALJ8ARPQ01/01
Mail No. 45, 1 shipment  0,283 kg
Shipment No.: unkown
contained 2 pieces of flammable aerosols

Aerosols containing non-flammable gas under pressure are identified under UN1950, proper shipping name “Aerosols, flammable”, hazard division 2.1 and are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
2278819,SOR-0550-2018,Wrong trim setting calculation,Europe and North Atlantic - Montenegro / LYPG / JP853,"In TGD wrong trim setting calculation was observed on loadsheet. Photos attached. 
Calculated stab trim was 4.9 with mac tow 28.8 which in accordance with available data from speed booklet table is not correct. Please advise TGD ground handling about the error. ",0,10
2239316,SOR-0389-2018,False trim setting for take-off,Europe and North Atlantic - Slovenia / Ljlj / JP510,"During preparation of flight CM2 set false trim setting for take-off. As the number was similar, the error was not noticed during the execution of checklist.
Take-off was uneventful and CM2 later stated that no extra force was felt on flight controls.
This was a single time event, well discused with CM2 afterwards, when time permited on ground, after noticing an error in flight.",0,4
2199931,SOR-0216-2018,Wrong taxi route,Europe and North Atlantic - Germany - Berlin (BN) / EDDT / LGL9411,"Taxiing to the parking stand I took a wrong turn on the apron. After vacating runway via TS we received clearance to taxi via SM and PE to stand 62.
Tower called us to clarify the route and since there was no conflicting traffic we received revised routing via PW and PE to the stand.
",0,4
2199962,SOR-0217-2018,GPWS TERAIN WARNING ,Europe and North Atlantic - Croatia / LDSB / JP724,"Approaching the runway 04, the GPWS Terain warning was triggered due to rapid rising terain, despite we were flying stabilised 3 degree approach.",0,4
2200518,SR-0022-2018,Planing regardless of human factor and fatigue, PRN - morning flight scheduling,"In my duty schedules from 22.6 to 26.6 and 29.6 to 3.7.2018 I am planned to PRN. There I start all my flying duties in the morning in WOCL.This means 4 WOCL flying duties in a row. I contacted Cpt. Skerlj who is the responsible person for fatigue management in the Safety team of our company. He checked my schedules for fatigue using two different fatigue management programs. Each of them showed fatigue on the 3 and 4 day of WOCL-flying and fatigue on marginal conditions which means a hazard/risk to flight ops!
Also I would like to emphasize that all this is in PRN where no stby option is avaiable and so the psychological pressure is enormous and big problems arise if a flight crew member reports UNFIT TO FLY even if it is due to poor/extreme scheduling!
I would like to encourage the Safety team to stop such planing immideately, especiaslly in outside bases were no stby options are available and the Unfit to fly option due to fatigue is compromized!

Lep pozdrav vsem!",0,4
2257045,SOR-0461-2018,Laser beam illumination,Europe and North Atlantic - Germany - Saarland (SL) / Eddr / LGL9414,During RNP rwy 09 at SCN we were illuminated by a green laser beam near the point DR401 flying towards DR 400. The crew was not affected by the beam but it did hit the aircraft nose and caused a spread of hreen light infront of us. The situation was immediately reported to the governing ATC and later to the tower. The local police was informed by teh ATC.,0,1
2222003,SOR-0296-2018,Severe wake turbulence ,Europe and North Atlantic - Germany - Oberbayern (BY) / 50 NM before GIMAX / JP116,"Experienced severe wake turbulence flying about 16 NM behind a Boeing 777, passing FL330 in descent approximately 50NM before GIMAX. Bank must have been more than 60° to the right for a second, AP disconnected. Immediate corrective action applied by both pilots, which called  slight oscillation to the left and back to the right. Normal flight regime recaptured after about 15s. ATC was informed and we were given HDG 40°to the left to avoid any further wake. Munich ATC phone number was given to us by Frankfurt ground during taxi - in to clarify occurence conditions. One passenger started crying histerically after occurence and was hard to calm. Other passengers were also visibly frightened during disembarkation. Flight attendant Maja Brvar was standing at the back of the aircraft during the event, doing the service. She felt dizzy and had vertigo afterwards and she requested a leave after the return back to LJ. A new flight attendant was called in. ",0,10
